partition,index,custID,age,relationship,commtype,Outcome,Treatment,city_Bhopal,city_Chennai,city_Delhi,city_Gurgaon,city_Hyderabad,city_Indore,city_Kochi,city_Lucknow,city_Mumbai,city_Nagpur,city_Noida,city_Raipur,camptype_easy to bank,camptype_mandatory,camptype_ntb,camptype_onboarding,camptype_take two,Propensity,Proba_if_Treated,Proba_if_Untreated,CATE,Recommendation
train,233,3,28,76,0,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0845273445297556e-01,1.7795452848076820e-02,3.4027013462036848e-03,1.4392751269042492e-02,0.0000000000000000e+00
train,234,45,24,169,1,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.6949926138508774e-01,3.8398478180170059e-02,1.4480412006378174e-02,2.3918066173791885e-02,1.0000000000000000e+00
train,235,89,52,81,0,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.9612884331551305e-01,1.9416814669966698e-02,1.0844831168651581e-01,-8.9031495153903961e-02,0.0000000000000000e+00
train,236,97,43,100,0,0,0.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.8098979162350769e-01,6.9142766296863556e-02,1.9764805212616920e-02,4.9377962946891785e-02,1.0000000000000000e+00
train,237,46,38,112,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.9354668976110039e-01,4.8181205987930298e-02,1.3040708005428314e-01,-8.2225874066352844e-02,0.0000000000000000e+00
train,238,16,27,23,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4.8809624136910795e-01,8.7241917848587036e-02,1.0574303567409515e-01,-1.8501117825508118e-02,0.0000000000000000e+00
train,239,32,59,162,0,0,0.0000000000000000e+00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.0757198387048263e-01,2.2909477353096008e-02,4.1642072610557079e-03,1.8745269626379013e-02,1.0000000000000000e+00
train,240,31,45,154,1,1,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4.9694350999905512e-01,2.3954888805747032e-02,8.9435440301895142e-01,-8.7039953470230103e-01,0.0000000000000000e+00
train,241,37,40,119,0,0,1.0000000000000000e+00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.9736144601685256e-01,2.7638478204607964e-02,1.2730400077998638e-02,1.4908078126609325e-02,0.0000000000000000e+00
train,242,1,46,14,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.3826976189237952e-01,2.9412367939949036e-01,2.3307386040687561e-01,6.1049818992614746e-02,1.0000000000000000e+00
train,243,88,51,101,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.9146820272417008e-01,3.0775770545005798e-01,8.8418804109096527e-02,2.1933889389038086e-01,1.0000000000000000e+00
train,244,56,18,21,1,1,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.9044901382165279e-01,4.3581548333168030e-01,1.8910703063011169e-01,2.4670845270156860e-01,1.0000000000000000e+00
train,245,47,26,77,0,0,0.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8955036584241557e-01,4.1785400360822678e-02,3.4836526028811932e-03,3.8301747292280197e-02,1.0000000000000000e+00
train,246,90,26,177,1,0,1.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.5248724675951224e-01,9.8438657820224762e-02,7.8499596565961838e-03,9.0588696300983429e-02,1.0000000000000000e+00
train,247,7,58,29,1,0,0.0000000000000000e+00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.4368415961555838e-01,6.1495881527662277e-02,3.1419731676578522e-02,3.0076149851083755e-02,1.0000000000000000e+00
train,248,57,24,98,0,0,0.0000000000000000e+00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.7956494290435991e-01,2.4418970569968224e-02,6.8669705651700497e-03,1.7551999539136887e-02,0.0000000000000000e+00
train,249,67,18,154,1,0,1.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.5878677952864610e-01,5.8287907391786575e-02,1.1912606656551361e-01,-6.0838159173727036e-02,0.0000000000000000e+00
train,250,82,43,155,0,0,1.0000000000000000e+00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.7537202316580901e-01,3.4963916987180710e-02,8.2054659724235535e-03,2.6758451014757156e-02,1.0000000000000000e+00
train,251,76,20,96,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.6909484185486977e-01,4.0267989039421082e-01,9.3116797506809235e-02,3.0956310033798218e-01,1.0000000000000000e+00
train,252,29,45,76,0,0,0.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.1385462880857435e-01,1.2529365718364716e-02,8.0396197736263275e-03,4.4897459447383881e-03,0.0000000000000000e+00
train,253,55,33,88,1,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.9053681695058382e-01,3.7963129580020905e-02,3.0704677104949951e-02,7.2584524750709534e-03,0.0000000000000000e+00
train,254,25,18,125,1,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.8082606290386165e-01,5.3149104118347168e-02,1.1668144725263119e-02,4.1480958461761475e-02,1.0000000000000000e+00
train,255,89,23,106,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.3957052942394648e-01,5.2196758985519409e-01,1.2139961123466492e-01,4.0056797862052917e-01,1.0000000000000000e+00
train,256,87,45,20,0,0,1.0000000000000000e+00,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0318968485375459e-01,8.8496003299951553e-03,2.6113692671060562e-02,-1.7264092341065407e-02,0.0000000000000000e+00
train,257,77,20,15,0,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.8544381120228186e-01,5.1707077771425247e-02,1.6435917932540178e-03,5.0063487142324448e-02,1.0000000000000000e+00
train,258,99,21,175,0,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.4500194193031284e-01,1.5292832255363464e-01,1.1042381636798382e-02,1.4188593626022339e-01,1.0000000000000000e+00
train,259,19,48,143,0,0,1.0000000000000000e+00,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0654080936511159e-01,8.9444354176521301e-02,3.1415832042694092e-01,-2.2471396625041962e-01,0.0000000000000000e+00
train,260,52,46,10,1,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.9416179059782872e-01,4.8536274582147598e-02,2.5506267324090004e-02,2.3030007258057594e-02,1.0000000000000000e+00
train,261,20,32,98,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.7557680084519516e-01,5.3157024085521698e-02,8.1333294510841370e-02,-2.8176270425319672e-02,0.0000000000000000e+00
train,262,79,53,124,0,0,1.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.9197093415848775e-01,2.3496337234973907e-02,5.9965685941278934e-03,1.7499769106507301e-02,0.0000000000000000e+00
train,263,80,19,117,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.3716510359982558e-01,7.8957229852676392e-02,7.4747949838638306e-02,4.2092800140380859e-03,0.0000000000000000e+00
train,264,18,44,83,0,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1572092214988330e-01,3.9506360888481140e-02,3.2436765730381012e-02,7.0695951581001282e-03,0.0000000000000000e+00
train,265,27,46,94,0,0,1.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.8637109704213505e-01,7.5438551604747772e-02,1.1237697675824165e-02,6.4200855791568756e-02,1.0000000000000000e+00
train,266,13,53,151,0,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5.1171046348156501e-01,2.2234469652175903e-02,5.1140133291482925e-02,-2.8905663639307022e-02,0.0000000000000000e+00
train,267,9,39,73,0,0,1.0000000000000000e+00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5.1671968658108602e-01,4.9826461821794510e-02,3.5564526915550232e-03,4.6270009130239487e-02,1.0000000000000000e+00
train,268,27,56,158,0,0,1.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0760431334941791e-01,1.2267628312110901e-01,1.1845025233924389e-02,1.1083126068115234e-01,1.0000000000000000e+00
train,269,62,46,51,0,0,0.0000000000000000e+00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0727207107550876e-01,7.4837114661931992e-03,6.7193731665611267e-03,7.6433829963207245e-04,0.0000000000000000e+00
train,270,35,46,1,0,1,0.0000000000000000e+00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.2795706610967197e-01,2.7930399402976036e-02,1.6110281646251678e-01,-1.3317242264747620e-01,0.0000000000000000e+00
train,271,61,43,116,1,1,1.0000000000000000e+00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.9148653516989693e-01,4.7485694289207458e-01,4.1225662827491760e-01,6.2600314617156982e-02,1.0000000000000000e+00
train,272,39,44,162,0,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.9131279297183722e-01,2.8432989493012428e-02,4.1799407452344894e-02,-1.3366417959332466e-02,0.0000000000000000e+00
train,273,44,19,67,0,0,0.0000000000000000e+00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.8643924322406007e-01,3.0168401077389717e-02,1.8795358017086983e-02,1.1373043060302734e-02,0.0000000000000000e+00
train,274,90,21,42,1,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.7578462942027822e-01,2.6824206113815308e-01,1.0179367847740650e-02,2.5806269049644470e-01,1.0000000000000000e+00
train,275,85,18,109,1,0,0.0000000000000000e+00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.6117832289482880e-01,1.3521505892276764e-01,4.3892968446016312e-02,9.1322094202041626e-02,1.0000000000000000e+00
train,276,49,20,165,0,0,1.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.6519082449126659e-01,1.1358457803726196e-01,6.2006583902984858e-04,1.1296451091766357e-01,1.0000000000000000e+00
train,277,36,48,92,1,0,0.0000000000000000e+00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.1057246943358403e-01,2.2759301960468292e-01,1.9724984467029572e-01,3.0343174934387207e-02,1.0000000000000000e+00
train,278,93,46,180,1,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.6871050633722705e-01,1.6292828321456909e-01,1.9888730719685555e-02,1.4303955435752869e-01,1.0000000000000000e+00
train,279,97,37,180,0,0,0.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.3394159867122806e-01,1.1840155720710754e-01,3.9808196015655994e-03,1.1442073434591293e-01,1.0000000000000000e+00
train,280,11,50,38,1,0,1.0000000000000000e+00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.3310948143464076e-01,3.0659416317939758e-01,5.4570204019546509e-01,-2.3910787701606750e-01,0.0000000000000000e+00
train,281,15,41,138,1,0,1.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0277697184371339e-01,1.3700582087039948e-02,1.4298757910728455e-01,-1.2928700447082520e-01,0.0000000000000000e+00
train,282,33,51,119,0,0,1.0000000000000000e+00,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.8342021952800901e-01,5.1861770451068878e-02,1.8953824415802956e-02,3.2907947897911072e-02,1.0000000000000000e+00
train,283,57,32,71,1,0,1.0000000000000000e+00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.9238295267009874e-01,1.6468707472085953e-02,4.7420293092727661e-02,-3.0951585620641708e-02,0.0000000000000000e+00
train,284,74,19,64,1,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.7556202118588431e-01,4.0901497006416321e-02,8.4043061360716820e-03,3.2497189939022064e-02,1.0000000000000000e+00
train,285,89,26,131,0,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.6232147022834108e-01,5.1429674029350281e-02,5.8057703077793121e-02,-6.6280290484428406e-03,0.0000000000000000e+00
train,286,73,48,65,1,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0196228435930179e-01,1.7872884869575500e-01,1.3036845624446869e-01,4.8360392451286316e-02,1.0000000000000000e+00
train,287,19,34,44,0,0,0.0000000000000000e+00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.1436258060803552e-01,2.9856229200959206e-02,5.5808804929256439e-02,-2.5952575728297234e-02,0.0000000000000000e+00
train,288,18,50,164,0,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0438745367228743e-01,1.4337359368801117e-01,1.1618846328929067e-03,1.4221170544624329e-01,1.0000000000000000e+00
train,289,20,46,166,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.9958619180281971e-01,8.1877529621124268e-02,2.5383519008755684e-02,5.6494012475013733e-02,1.0000000000000000e+00
train,290,12,56,8,1,0,1.0000000000000000e+00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.4429773254720359e-01,3.2495129853487015e-02,6.5430648624897003e-02,-3.2935518771409988e-02,0.0000000000000000e+00
train,291,6,59,75,1,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.3550208750235140e-01,4.7904271632432938e-02,1.4588592946529388e-01,-9.7981661558151245e-02,0.0000000000000000e+00
train,292,22,59,28,0,0,0.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.1371034938681748e-01,4.7666147351264954e-02,2.8295319061726332e-03,4.4836614280939102e-02,1.0000000000000000e+00
train,293,35,52,153,1,0,1.0000000000000000e+00,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.0194972693263806e-01,1.8230549991130829e-02,1.4618074893951416e-01,-1.2795019149780273e-01,0.0000000000000000e+00
train,294,88,50,9,0,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.8417623431480589e-01,4.4422514736652374e-02,2.1605599671602249e-02,2.2816915065050125e-02,1.0000000000000000e+00
train,295,30,28,11,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.1154440242938992e-01,1.2746950984001160e-01,4.3946076184511185e-03,1.2307490408420563e-01,1.0000000000000000e+00
train,296,60,30,133,1,0,1.0000000000000000e+00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.7660330529372213e-01,3.9991162717342377e-02,1.9813340902328491e-01,-1.5814223885536194e-01,0.0000000000000000e+00
train,297,57,24,16,0,0,1.0000000000000000e+00,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.7112408637484354e-01,2.4120043963193893e-02,2.0649559795856476e-02,3.4704841673374176e-03,0.0000000000000000e+00
train,298,88,56,98,1,1,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.7120818527966390e-01,4.9184250831604004e-01,1.4817304909229279e-01,3.4366947412490845e-01,1.0000000000000000e+00
train,299,23,23,48,0,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0204898327912828e-01,3.7699047476053238e-02,1.4667927287518978e-02,2.3031119257211685e-02,1.0000000000000000e+00
train,300,84,52,60,0,0,0.0000000000000000e+00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5.0239510811534571e-01,1.3652583584189415e-02,1.1447986587882042e-02,2.2045969963073730e-03,0.0000000000000000e+00
train,301,24,59,165,0,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1002069267320649e-01,3.1670406460762024e-01,2.1886096801608801e-03,3.1451544165611267e-01,1.0000000000000000e+00
train,302,95,43,19,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.9851637372259505e-01,4.2577248066663742e-02,7.4602298438549042e-02,-3.2025050371885300e-02,0.0000000000000000e+00
train,303,24,34,1,1,0,1.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.2133609082251320e-01,5.7572670280933380e-02,8.6415996775031090e-03,4.8931069672107697e-02,1.0000000000000000e+00
train,304,99,35,116,0,0,1.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.6969851543030433e-01,1.6802778840065002e-01,1.5923090279102325e-02,1.5210470557212830e-01,1.0000000000000000e+00
train,305,51,54,128,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0279388555975790e-01,6.0271006822586060e-01,1.2467517517507076e-02,5.9024256467819214e-01,1.0000000000000000e+00
train,306,43,52,77,0,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.8917719705858642e-01,3.5698398947715759e-02,1.8936710432171822e-02,1.6761688515543938e-02,0.0000000000000000e+00
train,307,92,48,40,0,0,0.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.9984517046618032e-01,6.5356041304767132e-03,1.7698315903544426e-02,-1.1162711307406425e-02,0.0000000000000000e+00
train,308,97,32,38,1,0,1.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.8386685487076153e-01,1.1911957524716854e-02,1.3316354714334011e-02,-1.4043971896171570e-03,0.0000000000000000e+00
train,309,79,35,171,0,0,1.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.4079416191064619e-01,5.4949808865785599e-02,1.9729656632989645e-03,5.2976842969655991e-02,1.0000000000000000e+00
train,310,65,45,94,1,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9631468528425471e-01,7.9663239419460297e-02,3.0609076842665672e-02,4.9054160714149475e-02,1.0000000000000000e+00
train,311,1,40,149,1,1,0.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.7954297750801700e-01,4.0162625908851624e-01,5.0109320878982544e-01,-9.9466949701309204e-02,0.0000000000000000e+00
train,312,28,20,147,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.7693714611390864e-01,7.6390728354454041e-02,1.7524264752864838e-01,-9.8851919174194336e-02,0.0000000000000000e+00
train,313,89,43,86,0,1,0.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.8695229285489544e-01,3.1439494341611862e-02,2.7137786149978638e-01,-2.3993836343288422e-01,0.0000000000000000e+00
train,314,15,33,19,0,1,1.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2016126730214651e-01,1.3275218009948730e-01,1.0359168052673340e-02,1.2239301204681396e-01,1.0000000000000000e+00
train,315,69,55,172,0,0,0.0000000000000000e+00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.8768407427585914e-01,3.5724169015884399e-01,1.2311045080423355e-02,3.4493064880371094e-01,1.0000000000000000e+00
train,316,87,19,145,1,0,0.0000000000000000e+00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5391599500765839e-01,1.1165682971477509e-01,1.3689381070435047e-02,9.7967445850372314e-02,1.0000000000000000e+00
train,317,90,28,11,0,0,1.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.8851962353423239e-01,1.2855395674705505e-01,2.1676279604434967e-02,1.0687767714262009e-01,1.0000000000000000e+00
train,318,34,19,180,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4.6692984852326452e-01,4.1780125349760056e-02,1.3510688208043575e-02,2.8269436210393906e-02,1.0000000000000000e+00
train,319,17,19,138,1,0,1.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8210856135321956e-01,6.1459079384803772e-02,1.0048999637365341e-01,-3.9030916988849640e-02,0.0000000000000000e+00
train,320,42,32,135,0,0,1.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.8489529007825505e-01,2.2981356829404831e-02,2.7164537459611893e-03,2.0264903083443642e-02,1.0000000000000000e+00
train,321,24,35,136,0,0,1.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.9430736858836694e-01,3.4600220620632172e-02,8.4863705560564995e-03,2.6113849133253098e-02,1.0000000000000000e+00
train,322,85,23,53,0,0,0.0000000000000000e+00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.7723320219259335e-01,2.3340597748756409e-02,2.3834757506847382e-02,-4.9415975809097290e-04,0.0000000000000000e+00
train,323,100,25,89,1,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.6587075273085038e-01,2.2947875782847404e-02,1.5361806377768517e-02,7.5860694050788879e-03,0.0000000000000000e+00
train,324,77,49,130,0,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.8787844632320188e-01,5.1656056195497513e-02,2.9038672801107168e-03,4.8752188682556152e-02,1.0000000000000000e+00
train,325,50,38,120,1,0,1.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.9035616056949072e-01,7.3833718895912170e-02,1.3500593602657318e-02,6.0333125293254852e-02,1.0000000000000000e+00
train,326,53,22,107,0,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.7743117264240070e-01,6.5923847258090973e-02,6.8669705651700497e-03,5.9056878089904785e-02,1.0000000000000000e+00
train,327,14,25,32,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.8519296722477806e-01,2.5371742248535156e-01,2.4564759433269501e-01,8.0698281526565552e-03,0.0000000000000000e+00
train,328,29,48,116,0,1,1.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0829165328019610e-01,9.2491894960403442e-02,5.4322294890880585e-03,8.7059661746025085e-02,1.0000000000000000e+00
train,329,72,35,88,1,0,0.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.8582450537107486e-01,2.3675154894590378e-02,9.1400584205985069e-03,1.4535096473991871e-02,0.0000000000000000e+00
train,330,83,38,83,0,0,1.0000000000000000e+00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.8535279993034308e-01,1.1747871525585651e-02,2.3379478603601456e-02,-1.1631607078015804e-02,0.0000000000000000e+00
train,331,60,48,7,0,0,0.0000000000000000e+00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.1894959799615725e-01,1.6948908567428589e-02,8.2622259855270386e-02,-6.5673351287841797e-02,0.0000000000000000e+00
train,332,77,43,150,1,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.5300854409484226e-01,6.9996237754821777e-02,5.9485789388418198e-02,1.0510448366403580e-02,0.0000000000000000e+00
train,333,16,45,163,1,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.0083755924674345e-01,7.1364432573318481e-02,8.9410217478871346e-03,6.2423411756753922e-02,1.0000000000000000e+00
train,334,84,22,107,1,0,1.0000000000000000e+00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.6557215189164497e-01,7.9736024141311646e-02,3.5097750369459391e-03,7.6226249337196350e-02,1.0000000000000000e+00
train,335,79,59,141,0,0,1.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.6848565283742094e-01,1.6609877347946167e-01,7.0188073441386223e-03,1.5907996892929077e-01,1.0000000000000000e+00
train,336,47,18,2,1,0,1.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9783545490304948e-01,1.0719860345125198e-01,3.6349549889564514e-02,7.0849053561687469e-02,1.0000000000000000e+00
train,337,25,23,97,1,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.9113861839232037e-01,1.0076735168695450e-01,1.4419654617086053e-03,9.9325388669967651e-02,1.0000000000000000e+00
train,338,51,22,118,1,0,0.0000000000000000e+00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.7592493453899626e-01,5.0791174173355103e-01,6.9890663027763367e-02,4.3802106380462646e-01,1.0000000000000000e+00
train,339,6,36,136,0,1,0.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.0212069427790995e-01,4.4936235994100571e-02,7.8672856092453003e-01,-7.4179232120513916e-01,0.0000000000000000e+00
train,340,61,45,87,0,0,1.0000000000000000e+00,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.9929897218209079e-01,4.0541686117649078e-02,9.0619854629039764e-02,-5.0078168511390686e-02,0.0000000000000000e+00
train,341,27,36,26,0,0,0.0000000000000000e+00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.1682577174636890e-01,4.1147686541080475e-02,5.3355623967945576e-03,3.5812124609947205e-02,1.0000000000000000e+00
train,342,97,40,24,0,0,0.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.9399917121667164e-01,9.4008371233940125e-03,3.1513134017586708e-03,6.2495237216353416e-03,0.0000000000000000e+00
train,343,29,34,0,1,1,1.0000000000000000e+00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.1962690831638292e-01,4.5270150899887085e-01,1.8502371385693550e-02,4.3419912457466125e-01,1.0000000000000000e+00
train,344,32,46,35,0,0,0.0000000000000000e+00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.2208485009917571e-01,2.1118113771080971e-02,2.7070345357060432e-02,-5.9522315859794617e-03,0.0000000000000000e+00
train,345,68,47,67,0,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0256238549428200e-01,4.8726978711783886e-03,5.0355788320302963e-02,-4.5483089983463287e-02,0.0000000000000000e+00
train,346,55,60,63,1,0,1.0000000000000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.2013324092796354e-01,1.2445858120918274e-01,5.0104305148124695e-02,7.4354276061058044e-02,1.0000000000000000e+00
